Country,Date,Cases,Deaths,Recovered,Vaccination
India,2020-12-19,22133727,677943,21455784,441914194
India,2020-12-20,22020954,674489,21346465,439721182
India,2020-12-21,21904248,670915,21233333,437488022
India,2020-12-22,21808981,667997,21140984,435214700
India,2020-12-23,21664709,663578,21001131,432901209
India,2020-12-24,21578493,660937,20917556,430547543
India,2020-12-25,21450424,657014,20793410,428153699
India,2020-12-26,21345396,653797,20691599,425719677
India,2020-12-27,21196263,649229,20547034,423245479
India,2020-12-28,21076520,645562,20430958,420731112
India,2020-12-29,20966594,642195,20324399,418176584
India,2020-12-30,20839969,638316,20201653,415581905
India,2020-12-31,20679263,633394,20045869,412947091
India,2021-01-01,20556919,629647,19927272,410272158
India,2021-01-02,20422230,625521,19796709,407557126
India,2021-01-03,20285077,621320,19663757,404802017
India,2021-01-04,20136048,616756,19519292,402006857
India,2021-01-05,20015105,613051,19402054,399171675
India,2021-01-06,19827094,607292,19219802,396296502
India,2021-01-07,19701114,603434,19097680,393381372
India,2021-01-08,19564865,599261,18965604,390426322
India,2021-01-09,19414757,594663,18820094,387431392
India,2021-01-10,19274888,590379,18684509,384396625
India,2021-01-11,19118539,585590,18532949,381322066
India,2021-01-12,18941860,580178,18361682,378207764
India,2021-01-13,18805552,576003,18229549,375053770
India,2021-01-14,18617591,570246,18047345,371860140
India,2021-01-15,18478145,565975,17912170,368626929
India,2021-01-16,18326162,561320,17764842,365354199
India,2021-01-17,18151848,555981,17595867,362042012
India,2021-01-18,17968478,550364,17418114,358690434
India,2021-01-19,17792412,544971,17247441,355299534
India,2021-01-20,17603905,539197,17064708,351869384
India,2021-01-21,17455337,534647,16920690,348400059
India,2021-01-22,17259759,528656,16731103,344891635
India,2021-01-23,17086351,523345,16563006,341344194
India,2021-01-24,16901066,517670,16383396,337757818
India,2021-01-25,16729405,512412,16216993,334132594
India,2021-01-26,16551696,506969,16044727,330468612
India,2021-01-27,16370249,501411,15868838,326765962
India,2021-01-28,16170649,495298,15675351,323024741
India,2021-01-29,16004233,490200,15514033,319245045
India,2021-01-30,15795227,483799,15311428,315426977
India,2021-01-31,15593940,477633,15116307,311570638
India,2021-02-01,15412737,472083,14940654,307676137
India,2021-02-02,15239613,466780,14772833,303743581
India,2021-02-03,15018147,459997,14558150,299773085
India,2021-02-04,14807631,453549,14354082,295764762
India,2021-02-05,14588791,446846,14141945,291718731
India,2021-02-06,14402196,441131,13961065,287635113
India,2021-02-07,14201948,434997,13766951,283514032
India,2021-02-08,13984974,428352,13556622,279355615
India,2021-02-09,13757097,421372,13335725,275159990
India,2021-02-10,13556247,415220,13141027,270927292
India,2021-02-11,13374117,409641,12964476,266657655
India,2021-02-12,13158055,403023,12755032,262351217
India,2021-02-13,12908419,395377,12513042,258008119
India,2021-02-14,12710504,389315,12321189,253628506
India,2021-02-15,12463704,381756,12081948,249212525
India,2021-02-16,12276287,376015,11900272,244760324
India,2021-02-17,12035429,368638,11666791,240272057
India,2021-02-18,11818493,361993,11456500,235747879
India,2021-02-19,11553277,353870,11199407,231187948
India,2021-02-20,11356076,347830,11008246,226592426
India,2021-02-21,11114628,340434,10774194,221961476
India,2021-02-22,10892739,333638,10559101,217295265
India,2021-02-23,10658102,326451,10331651,212593962
India,2021-02-24,10409136,318826,10090310,207857740
India,2021-02-25,10160953,311224,9849729,203086774
India,2021-02-26,9939293,304435,9634858,198281242
India,2021-02-27,9685275,296654,9388621,193441325
India,2021-02-28,9429924,288833,9141091,188567206
India,2021-03-01,9183435,281283,8902152,183659072
India,2021-03-02,8928224,273466,8654758,178717111
India,2021-03-03,8692362,266242,8426120,173741516
India,2021-03-04,8463747,259239,8204508,168732482
India,2021-03-05,8198449,251113,7947336,163690205
India,2021-03-06,7934499,243029,7691470,158614886
India,2021-03-07,7697092,235757,7461335,153506728
India,2021-03-08,7417043,227179,7189864,148365937
India,2021-03-09,7170773,219636,6951137,143192720
India,2021-03-10,6906296,211536,6694760,137987288
India,2021-03-11,6657247,203907,6453340,132749857
India,2021-03-12,6360862,194829,6166033,127480641
India,2021-03-13,6105452,187006,5918446,122179861
India,2021-03-14,5827568,178495,5649073,116847737
India,2021-03-15,5578032,170852,5407180,111484496
India,2021-03-16,5328228,163200,5165028,106090363
India,2021-03-17,5032900,154154,4878746,100665568
India,2021-03-18,4759673,145786,4613887,95210345
India,2021-03-19,4504089,137957,4366132,89724928
India,2021-03-20,4230648,129582,4101066,84209554
India,2021-03-21,3937039,120589,3816450,78664465
India,2021-03-22,3668598,112367,3556231,73089903
India,2021-03-23,3363716,103028,3260688,67486114
India,2021-03-24,3115576,95428,3020148,61853345
India,2021-03-25,2842761,87072,2755689,56191848
India,2021-03-26,2535428,77658,2457770,50501876
India,2021-03-27,2213190,67788,2145402,44783685
India,2021-03-28,1946573,59622,1886951,39037532
India,2021-03-29,1673674,51263,1622411,33263679
India,2021-03-30,1368972,41930,1327042,27462389
India,2021-03-31,1100560,33709,1066851,21633928
India,2021-04-01,797992,24442,773550,15778565
India,2021-04-02,485670,14875,470795,9896569
India,2021-04-03,200092,6128,193964,3988216
India,2021-04-04,109760,3361,106399,1946220
India,2021-04-05,398306,12199,386107,7906461
India,2021-04-06,703075,21534,681541,13892226
India,2021-04-07,980104,30020,950084,19903232
India,2021-04-08,1269254,38876,1230378,25939193
India,2021-04-09,1621576,49667,1571909,31999822
India,2021-04-10,1932952,59205,1873747,38084829
India,2021-04-11,2215583,67862,2147721,44193920
India,2021-04-12,2540128,77802,2462326,50326802
India,2021-04-13,2826683,86579,2740104,56483176
India,2021-04-14,3126289,95756,3030533,62662744
India,2021-04-15,3426450,104950,3321500,68865203
India,2021-04-16,3755862,115039,3640823,75090249
India,2021-04-17,4073990,124784,3949206,81337577
India,2021-04-18,4412405,135149,4277256,87606877
India,2021-04-19,4699601,143946,4555655,93897838
India,2021-04-20,5014903,153603,4861300,100210147
India,2021-04-21,5324042,163072,5160970,106543490
India,2021-04-22,5660642,173382,5487260,112897548
India,2021-04-23,5975891,183038,5792853,119272001
India,2021-04-24,6310308,193281,6117027,125666529
India,2021-04-25,6642539,203457,6439082,132080807
India,2021-04-26,6948193,212819,6735374,138514508
India,2021-04-27,7277494,222905,7054589,144967305
India,2021-04-28,7575041,232019,7343022,151438868
India,2021-04-29,7911620,242328,7669292,157928863
India,2021-04-30,8237582,252312,7985270,164436956
India,2021-05-01,8570308,262503,8307805,170962812
India,2021-05-02,8928771,273483,8655288,177506090
India,2021-05-03,9191635,281534,8910101,184066451
India,2021-05-04,9555377,292675,9262702,190643553
India,2021-05-05,9877204,302533,9574671,197237050
India,2021-05-06,10222329,313104,9909225,203846596
India,2021-05-07,10520360,322232,10198128,210471842
India,2021-05-08,10864079,332760,10531319,217112439
India,2021-05-09,11210495,343371,10867124,223768035
India,2021-05-10,11538266,353410,11184856,230438273
India,2021-05-11,11844167,362780,11481387,237122800
India,2021-05-12,12203500,373786,11829714,243821257
India,2021-05-13,12540843,384119,12156724,250533285
India,2021-05-14,12887826,394746,12493080,257258521
India,2021-05-15,13238119,405476,12832643,263996602
India,2021-05-16,13551942,415088,13136854,270747164
India,2021-05-17,13883604,425247,13458357,277509840
India,2021-05-18,14211868,435301,13776567,284284261
India,2021-05-19,14597584,447115,14150469,291070057
India,2021-05-20,14922140,457056,14465084,297866856
India,2021-05-21,15255216,467258,14787958,304674284
India,2021-05-22,15588347,477462,15110885,311491967
India,2021-05-23,15931888,487984,15443904,318319526
India,2021-05-24,16273626,498452,15775174,325156584
India,2021-05-25,16608828,508719,16100109,332002761
India,2021-05-26,16969871,519777,16450094,338857674
India,2021-05-27,17287876,529518,16758358,345720941
India,2021-05-28,17638541,540258,17098283,352592177
India,2021-05-29,17993069,551117,17441952,359470995
India,2021-05-30,18311052,560857,17750195,366357009
India,2021-05-31,18656492,571438,18085054,373249827
India,2021-06-01,19010240,582273,18427967,380149061
India,2021-06-02,19410212,594524,18815688,387054318
India,2021-06-03,19692487,603169,19089318,393965204
India,2021-06-04,20049287,614098,19435189,400881324
India,2021-06-05,20378784,624190,19754594,407802282
India,2021-06-06,20735832,635127,20100705,414727682
India,2021-06-07,21077763,645600,20432163,421657122
India,2021-06-08,21434233,656518,20777715,428590205
India,2021-06-09,21774720,666947,21107773,435526528
India,2021-06-10,22112925,677306,21435619,442465688
India,2021-06-11,22484686,688693,21795993,449407281
India,2021-06-12,22856700,700088,22156612,456350904
India,2021-06-13,23186653,710194,22476459,463296148
India,2021-06-14,23524494,720542,22803952,470242607
India,2021-06-15,23876343,731319,23145024,477189872
India,2021-06-16,24242097,742522,23499575,484137533
India,2021-06-17,24594918,753328,23841590,491085180
India,2021-06-18,24930127,763596,24166531,498032401
India,2021-06-19,25256198,773583,24482615,504978782
India,2021-06-20,25592915,783896,24809019,511923911
India,2021-06-21,25949368,794814,25154554,518867371
India,2021-06-22,26294609,805389,25489220,525808748
India,2021-06-23,26657374,816500,25840874,532747624
India,2021-06-24,27027208,827828,26199380,539683581
India,2021-06-25,27356188,837904,26518284,546616202
India,2021-06-26,27700024,848436,26851588,553545066
India,2021-06-27,28049648,859145,27190503,560469753
India,2021-06-28,28388137,869512,27518625,567389842
India,2021-06-29,28728648,879942,27848706,574304911
India,2021-06-30,29068541,890353,28178188,581214537
India,2021-07-01,29429428,901407,28528021,588118297
India,2021-07-02,29796821,912660,28884161,595015766
India,2021-07-03,30121833,922615,29199218,601906519
India,2021-07-04,30458827,932937,29525890,608790131
India,2021-07-05,30786434,942971,29843463,615666176
India,2021-07-06,31154621,954248,30200373,622534226
India,2021-07-07,31482764,964299,30518465,629393854
India,2021-07-08,31828441,974887,30853554,636244632
India,2021-07-09,32173978,985471,31188507,643086132
India,2021-07-10,32503393,995560,31507833,649917923
India,2021-07-11,32866496,1006682,31859814,656739577
India,2021-07-12,33205924,1017079,32188845,663550663
India,2021-07-13,33538208,1027256,32510952,670350750
India,2021-07-14,33886360,1037920,32848440,677139408
India,2021-07-15,34209402,1047815,33161587,683916205
India,2021-07-16,34564524,1058692,33505832,690680709
India,2021-07-17,34889189,1068636,33820553,697432489
India,2021-07-18,35230663,1079095,34151568,704171110
India,2021-07-19,35562601,1089262,34473339,710896142
India,2021-07-20,35907494,1099826,34807668,717607150
India,2021-07-21,36240686,1110032,35130654,724303701
India,2021-07-22,36568791,1120081,35448710,730985362
India,2021-07-23,36900668,1130247,35770421,737651699
India,2021-07-24,37236064,1140520,36095544,744302278
India,2021-07-25,37544209,1149958,36394251,750936665
India,2021-07-26,37912318,1161233,36751085,757554425
India,2021-07-27,38229579,1170950,37058629,764155125
India,2021-07-28,38579579,1181671,37397908,770738330
India,2021-07-29,38880998,1190903,37690095,777303606
India,2021-07-30,39228873,1201558,38027315,783850518
India,2021-07-31,39543730,1211202,38332528,790378632
India,2021-08-01,39870466,1221210,38649256,796887514
India,2021-08-02,40185911,1230872,38955039,803376729
India,2021-08-03,40520864,1241131,39279733,809845842
India,2021-08-04,40843870,1251025,39592845,816294421
India,2021-08-05,41137208,1260009,39877199,822722031
India,2021-08-06,41473390,1270307,40203083,829128238
India,2021-08-07,41804260,1280441,40523819,835512609
India,2021-08-08,42118064,1290053,40828011,841874710
India,2021-08-09,42408842,1298959,41109883,848214109
India,2021-08-10,42750581,1309426,41441155,854530372
India,2021-08-11,43071453,1319254,41752199,860823067
India,2021-08-12,43384798,1328852,42055946,867091761
India,2021-08-13,43695102,1338356,42356746,873336024
India,2021-08-14,44006661,1347899,42658762,879555423
India,2021-08-15,44325783,1357674,42968109,885749527
India,2021-08-16,44632015,1367053,43264962,891917907
India,2021-08-17,44935012,1376334,43558678,898060131
India,2021-08-18,45221139,1385098,43836041,904175770
India,2021-08-19,45538946,1394832,44144114,910264395
India,2021-08-20,45839551,1404040,44435511,916325577
India,2021-08-21,46120776,1412653,44708123,922358889
India,2021-08-22,46420627,1421838,44998789,928363903
India,2021-08-23,46741147,1431655,45309492,934340192
India,2021-08-24,47043255,1440908,45602347,940287330
India,2021-08-25,47342292,1450068,45892224,946204892
India,2021-08-26,47615114,1458424,46156690,952092453
India,2021-08-27,47920288,1467771,46452517,957949589
India,2021-08-28,48214040,1476769,46737271,963775876
India,2021-08-29,48509612,1485822,47023790,969570892
India,2021-08-30,48797096,1494628,47302468,975334216
India,2021-08-31,49068540,1502942,47565598,981065427
India,2021-09-01,49375963,1512358,47863605,986764104
India,2021-09-02,49627285,1520056,48107229,992429829
India,2021-09-03,49929914,1529325,48400589,998062184
India,2021-09-04,50204454,1537734,48666720,1003660751
India,2021-09-05,50498968,1546755,48952213,1009225114
India,2021-09-06,50757084,1554661,49202423,1014754858
India,2021-09-07,51036087,1563207,49472880,1020249569
India,2021-09-08,51305115,1571447,49733668,1025708833
India,2021-09-09,51555186,1579106,49976080,1031132239
India,2021-09-10,51842301,1587901,50254400,1036519376
India,2021-09-11,52123140,1596502,50526638,1041869833
India,2021-09-12,52387555,1604601,50782954,1047183203
India,2021-09-13,52633214,1612126,51021088,1052459077
India,2021-09-14,52885295,1619847,51265448,1057697050
India,2021-09-15,53159200,1628236,51530964,1062896717
India,2021-09-16,53411522,1635965,51775557,1068057673
India,2021-09-17,53668590,1643839,52024751,1073179516
India,2021-09-18,53911422,1651277,52260145,1078261845
India,2021-09-19,54209913,1660419,52549494,1083304261
India,2021-09-20,54423786,1666970,52756816,1088306365
India,2021-09-21,54667367,1674431,52992936,1093267759
India,2021-09-22,54945308,1682944,53262364,1098188049
India,2021-09-23,55182870,1690220,53492650,1103066841
India,2021-09-24,55424107,1697609,53726498,1107903740
India,2021-09-25,55662026,1704897,53957129,1112698357
India,2021-09-26,55896083,1712066,54184017,1117450302
India,2021-09-27,56121399,1718967,54402432,1122159186
India,2021-09-28,56345939,1725844,54620095,1126824624
India,2021-09-29,56573908,1732827,54841081,1131446229
India,2021-09-30,56829124,1740644,55088480,1136023620
India,2021-10-01,57055720,1747585,55308135,1140556414
India,2021-10-02,57250155,1753540,55496615,1145044232
India,2021-10-03,57481369,1760622,55720747,1149486694
India,2021-10-04,57708844,1767590,55941254,1153883426
India,2021-10-05,57920841,1774083,56146758,1158234052
India,2021-10-06,58142845,1780883,56361962,1162538199
India,2021-10-07,58347911,1787164,56560747,1166795496
India,2021-10-08,58570143,1793971,56776172,1171005574
India,2021-10-09,58769769,1800085,56969684,1175168065
India,2021-10-10,58999898,1807134,57192764,1179282604
India,2021-10-11,59191701,1813009,57378692,1183348827
India,2021-10-12,59392275,1819152,57573123,1187366373
India,2021-10-13,59586367,1825097,57761270,1191334881
India,2021-10-14,59789784,1831328,57958456,1195253995
India,2021-10-15,59977670,1837082,58140588,1199123359
India,2021-10-16,60182009,1843341,58338668,1202942618
India,2021-10-17,60341816,1848236,58493580,1206711421
India,2021-10-18,60536263,1854192,58682071,1210429418
India,2021-10-19,60741835,1860488,58881347,1214096263
India,2021-10-20,60910425,1865652,59044773,1217711610
India,2021-10-21,61072268,1870609,59201659,1221275116
India,2021-10-22,61259805,1876353,59383452,1224786440
India,2021-10-23,61434701,1881710,59552991,1228245243
India,2021-10-24,61596240,1886658,59709582,1231651188
India,2021-10-25,61757935,1891611,59866324,1235003942
India,2021-10-26,61947288,1897411,60049877,1238303172
India,2021-10-27,62081971,1901536,60180435,1241548549
India,2021-10-28,62259992,1906989,60353003,1244739746
India,2021-10-29,62405855,1911456,60494399,1247876437
India,2021-10-30,62560014,1916178,60643836,1250958300
India,2021-10-31,62717958,1921016,60796942,1253985015
India,2021-11-01,62873196,1925771,60947425,1256956264
India,2021-11-02,63008606,1929918,61078688,1259871731
India,2021-11-03,63125024,1933484,61191540,1262731104
India,2021-11-04,63306213,1939034,61367179,1265534073
India,2021-11-05,63401200,1941943,61459257,1268280329
India,2021-11-06,63562418,1946881,61615537,1270969567
India,2021-11-07,63689759,1950782,61738977,1273601485
India,2021-11-08,63833776,1955193,61878583,1276175781
India,2021-11-09,63955058,1958908,61996150,1278692160
India,2021-11-10,64074079,1962553,62111526,1281150325
India,2021-11-11,64201367,1966452,62234915,1283549984
India,2021-11-12,64306677,1969677,62337000,1285890848
India,2021-11-13,64423314,1973250,62450064,1288172630
India,2021-11-14,64503091,1975694,62527397,1290395046
India,2021-11-15,64652673,1980275,62672398,1292557813
India,2021-11-16,64740120,1982954,62757166,1294660654
India,2021-11-17,64840061,1986015,62854046,1296703292
India,2021-11-18,64957171,1989602,62967569,1298685454
India,2021-11-19,65028805,1991796,63037009,1300606870
India,2021-11-20,65136611,1995098,63141513,1302467272
India,2021-11-21,65255275,1998733,63256542,1304266396
India,2021-11-22,65298464,2000055,63298409,1306003979
India,2021-11-23,65406582,2003367,63403215,1307679764
India,2021-11-24,65486124,2005803,63480321,1309293494
India,2021-11-25,65539552,2007440,63532112,1310844915
India,2021-11-26,65628088,2010152,63617936,1312333779
India,2021-11-27,65681744,2011795,63669949,1313759838
India,2021-11-28,65745668,2013753,63731915,1315122848
India,2021-11-29,65836063,2016522,63819541,1316422568
India,2021-11-30,65877834,2017801,63860033,1317658760
India,2021-12-01,65957636,2020245,63937391,1318831189
India,2021-12-02,65971624,2020674,63950950,1319939623
India,2021-12-03,66064023,2023504,64040519,1320983834
India,2021-12-04,66089096,2024272,64064824,1321963596
India,2021-12-05,66137175,2025745,64111430,1322878686
India,2021-12-06,66186776,2027264,64159512,1323728885
India,2021-12-07,66239455,2028877,64210578,1324513978
India,2021-12-08,66268088,2029754,64238334,1325233750
India,2021-12-09,66328239,2031597,64296642,1325887994
India,2021-12-10,66324656,2031487,64293169,1326476501
India,2021-12-11,66348866,2032229,64316637,1326999068
India,2021-12-12,66374479,2033013,64341466,1327455497
India,2021-12-13,66436668,2034918,64401750,1327845589
India,2021-12-14,66429090,2034686,64394404,1328169153
India,2021-12-15,66434600,2034855,64399745,1328425997
India,2021-12-16,66429559,2034700,64394859,1328615934
India,2021-12-17,66435544,2034884,64400660,1328738783
India,2021-12-18,66444476,2035157,64409319,1328794362
India,2021-12-19,66432579,2034793,64397786,1328782495
India,2021-12-20,66451345,2035367,64415978,1328703008
India,2021-12-21,66421210,2034444,64386766,1328555733
India,2021-12-22,66412131,2034166,64377965,1328340502
India,2021-12-23,66399118,2033768,64365350,1328057152
India,2021-12-24,66389073,2033460,64355613,1327705525
India,2021-12-25,66340108,2031960,64308148,1327285465
India,2021-12-26,66333949,2031772,64302177,1326796818
India,2021-12-27,66326065,2031530,64294535,1326239436
India,2021-12-28,66277779,2030051,64247728,1325613174
India,2021-12-29,66235874,2028768,64207106,1324917889
India,2021-12-30,66215969,2028158,64187811,1324153444
India,2021-12-31,66150953,2026167,64124786,1323319703
Russia,2020-01-01,421,9,412,0
Russia,2020-01-02,262,5,257,1369
Russia,2020-01-03,763,16,747,5476
Russia,2020-01-04,1586,34,1552,12322
Russia,2020-01-05,2008,44,1964,21905
Russia,2020-01-06,256,5,251,34224
Russia,2020-01-07,506,11,495,49279
Russia,2020-01-08,2562,56,2506,67067
Russia,2020-01-09,4944,108,4836,87588
Russia,2020-01-10,7831,171,7660,110838
Russia,2020-01-11,8167,179,7988,136817
Russia,2020-01-12,10137,222,9915,165522
Russia,2020-01-13,9717,213,9504,196949
Russia,2020-01-14,12726,279,12447,231097
Russia,2020-01-15,14864,326,14538,267961
Russia,2020-01-16,15740,345,15395,307539
Russia,2020-01-17,17491,384,17107,349826
Russia,2020-01-18,21066,462,20604,394819
Russia,2020-01-19,24841,545,24296,442513
Russia,2020-01-20,25169,552,24617,492904
Russia,2020-01-21,28933,635,28298,545987
Russia,2020-01-22,34096,748,33348,601758
Russia,2020-01-23,34377,755,33622,660210
Russia,2020-01-24,38294,841,37453,721339
Russia,2020-01-25,41412,909,40503,785139
Russia,2020-01-26,44707,981,43726,851604
Russia,2020-01-27,50964,1119,49845,920727
Russia,2020-01-28,52655,1156,51499,992502
Russia,2020-01-29,53729,1180,52549,1066922
Russia,2020-01-30,62194,1365,60829,1143980
Russia,2020-01-31,64439,1415,63024,1223669
Russia,2020-02-01,67698,1486,66212,1305982
Russia,2020-02-02,74548,1637,72911,1390910
Russia,2020-02-03,75908,1667,74241,1478447
Russia,2020-02-04,84143,1848,82295,1568582
Russia,2020-02-05,86500,1899,84601,1661309
Russia,2020-02-06,92684,2035,90649,1756618
Russia,2020-02-07,100674,2211,98463,1854500
Russia,2020-02-08,101570,2230,99340,1954946
Russia,2020-02-09,106402,2336,104066,2057946
Russia,2020-02-10,110349,2423,107926,2163492
Russia,2020-02-11,117220,2574,114646,2271572
Russia,2020-02-12,121498,2668,118830,2382177
Russia,2020-02-13,128478,2821,125657,2495296
Russia,2020-02-14,138840,3049,135791,2610919
Russia,2020-02-15,140780,3091,137689,2729034
Russia,2020-02-16,145910,3204,142706,2849630
Russia,2020-02-17,152648,3352,149296,2972697
Russia,2020-02-18,158712,3485,155227,3098222
Russia,2020-02-19,167323,3674,163649,3226193
Russia,2020-02-20,172263,3783,168480,3356599
Russia,2020-02-21,181464,3985,177479,3489427
Russia,2020-02-22,185497,4074,181423,3624664
Russia,2020-02-23,192553,4229,188324,3762297
Russia,2020-02-24,198692,4363,194329,3902314
Russia,2020-02-25,206639,4538,202101,4044702
Russia,2020-02-26,211984,4655,207329,4189446
Russia,2020-02-27,218838,4806,214032,4336533
Russia,2020-02-28,230406,5060,225346,4485949
Russia,2020-02-29,234611,5152,229459,4637679
Russia,2020-03-01,245528,5392,240136,4791710
Russia,2020-03-02,252097,5536,246561,4948027
Russia,2020-03-03,262203,5758,256445,5106615
Russia,2020-03-04,266434,5851,260583,5267458
Russia,2020-03-05,278051,6106,271945,5430542
Russia,2020-03-06,286001,6281,279720,5595850
Russia,2020-03-07,294495,6468,288027,5763367
Russia,2020-03-08,304165,6680,297485,5933078
Russia,2020-03-09,311294,6837,304457,6104965
Russia,2020-03-10,316393,6949,309444,6279012
Russia,2020-03-11,329501,7236,322265,6455204
Russia,2020-03-12,338299,7430,330869,6633522
Russia,2020-03-13,346567,7611,338956,6813950
Russia,2020-03-14,354891,7794,347097,6996470
Russia,2020-03-15,364892,8014,356878,7181066
Russia,2020-03-16,376948,8278,368670,7367719
Russia,2020-03-17,382980,8411,374569,7556411
Russia,2020-03-18,391386,8596,382790,7747124
Russia,2020-03-19,401486,8817,392669,7939841
Russia,2020-03-20,413378,9079,404299,8134541
Russia,2020-03-21,425767,9351,416416,8331208
Russia,2020-03-22,436543,9587,426956,8529821
Russia,2020-03-23,444366,9759,434607,8730362
Russia,2020-03-24,452171,9931,442240,8932811
Russia,2020-03-25,462607,10160,452447,9137148
Russia,2020-03-26,475535,10444,465091,9343355
Russia,2020-03-27,486666,10688,475978,9551410
Russia,2020-03-28,494342,10857,483485,9761295
Russia,2020-03-29,508003,11157,496846,9972988
Russia,2020-03-30,516325,11340,504985,10186469
Russia,2020-03-31,528525,11608,516917,10401717
Russia,2020-04-01,540063,11861,528202,10618712
Russia,2020-04-02,547224,12018,535206,10837433
Russia,2020-04-03,561125,12324,548801,11057857
Russia,2020-04-04,573715,12600,561115,11279964
Russia,2020-04-05,582057,12783,569274,11503732
Russia,2020-04-06,592661,13016,579645,11729140
Russia,2020-04-07,606332,13316,593016,11956164
Russia,2020-04-08,617291,13557,603734,12184784
Russia,2020-04-09,628184,13796,614388,12414977
Russia,2020-04-10,640300,14063,626237,12646719
Russia,2020-04-11,649583,14266,635317,12879990
Russia,2020-04-12,664403,14592,649811,13114765
Russia,2020-04-13,678002,14891,663111,13351021
Russia,2020-04-14,686573,15079,671494,13588736
Russia,2020-04-15,698416,15339,683077,13827887
Russia,2020-04-16,711956,15636,696320,14068448
Russia,2020-04-17,728005,15989,712016,14310398
Russia,2020-04-18,737672,16201,721471,14553712
Russia,2020-04-19,748211,16433,731778,14798366
Russia,2020-04-20,760754,16708,744046,15044335
Russia,2020-04-21,774856,17018,757838,15291596
Russia,2020-04-22,784253,17224,767029,15540124
Russia,2020-04-23,799009,17548,781461,15789895
Russia,2020-04-24,809081,17770,791311,16040883
Russia,2020-04-25,824716,18113,806603,16293064
Russia,2020-04-26,835649,18353,817296,16546413
Russia,2020-04-27,849140,18649,830491,16800904
Russia,2020-04-28,861148,18913,842235,17056512
Russia,2020-04-29,875569,19230,856339,17313212
Russia,2020-04-30,887225,19486,867739,17570977
Russia,2020-05-01,903612,19846,883766,17829783
Russia,2020-05-02,915565,20108,895457,18089602
Russia,2020-05-03,924672,20308,904364,18350410
Russia,2020-05-04,939984,20645,919339,18612180
Russia,2020-05-05,953952,20951,933001,18874885
Russia,2020-05-06,965430,21203,944227,19138500
Russia,2020-05-07,981131,21548,959583,19402997
Russia,2020-05-08,994265,21837,972428,19668350
Russia,2020-05-09,1005892,22092,983800,19934532
Russia,2020-05-10,1020831,22420,998411,20201516
Russia,2020-05-11,1029305,22606,1006699,20469275
Russia,2020-05-12,1048265,23023,1025242,20737782
Russia,2020-05-13,1061073,23304,1037769,21007010
Russia,2020-05-14,1071722,23538,1048184,21276931
Russia,2020-05-15,1087240,23879,1063361,21547517
Russia,2020-05-16,1097509,24104,1073405,21818742
Russia,2020-05-17,1112976,24444,1088532,22090576
Russia,2020-05-18,1129342,24803,1104539,22362993
Russia,2020-05-19,1141403,25068,1116335,22635965
Russia,2020-05-20,1155028,25368,1129660,22909463
Russia,2020-05-21,1168923,25673,1143250,23183459
Russia,2020-05-22,1182505,25971,1156534,23457925
Russia,2020-05-23,1197824,26308,1171516,23732833
Russia,2020-05-24,1209274,26559,1182715,24008155
Russia,2020-05-25,1224602,26896,1197706,24283860
Russia,2020-05-26,1236149,27149,1209000,24559923
Russia,2020-05-27,1252747,27514,1225233,24836312
Russia,2020-05-28,1265056,27784,1237272,25113000
Russia,2020-05-29,1279338,28098,1251240,25389958
Russia,2020-05-30,1292753,28393,1264360,25667157
Russia,2020-05-31,1306832,28702,1278130,25944568
Russia,2020-06-01,1319613,28982,1290631,26222161
Russia,2020-06-02,1335469,29331,1306138,26499908
Russia,2020-06-03,1349713,29644,1320069,26777779
Russia,2020-06-04,1360882,29889,1330993,27055745
Russia,2020-06-05,1375875,30218,1345657,27333776
Russia,2020-06-06,1390713,30544,1360169,27611844
Russia,2020-06-07,1403719,30830,1372889,27889918
Russia,2020-06-08,1418189,31147,1387042,28167970
Russia,2020-06-09,1434790,31512,1403278,28445969
Russia,2020-06-10,1444859,31733,1413126,28723885
Russia,2020-06-11,1456878,31997,1424881,29001689
Russia,2020-06-12,1473278,32357,1440921,29279352
Russia,2020-06-13,1487563,32671,1454892,29556843
Russia,2020-06-14,1501207,32971,1468236,29834132
Russia,2020-06-15,1516182,33300,1482882,30111190
Russia,2020-06-16,1528143,33562,1494581,30387986
Russia,2020-06-17,1541767,33862,1507905,30664490
Russia,2020-06-18,1556320,34181,1522139,30940673
Russia,2020-06-19,1570154,34485,1535669,31216504
Russia,2020-06-20,1587987,34877,1553110,31491954
Russia,2020-06-21,1600920,35161,1565759,31766991
Russia,2020-06-22,1609959,35359,1574600,32041586
Russia,2020-06-23,1623295,35652,1587643,32315708
Russia,2020-06-24,1639676,36012,1603664,32589328
Russia,2020-06-25,1656254,36376,1619878,32862415
Russia,2020-06-26,1668071,36636,1631435,33134938
Russia,2020-06-27,1680655,36912,1643743,33406867
Russia,2020-06-28,1693609,37197,1656412,33678173
Russia,2020-06-29,1709386,37543,1671843,33948824
Russia,2020-06-30,1721578,37811,1683767,34218790
Russia,2020-07-01,1737313,38156,1699157,34488042
Russia,2020-07-02,1745753,38342,1707411,34756547
Russia,2020-07-03,1762225,38704,1723521,35024277
Russia,2020-07-04,1774134,38965,1735169,35291200
Russia,2020-07-05,1788868,39289,1749579,35557287
Russia,2020-07-06,1801893,39575,1762318,35822507
Russia,2020-07-07,1815488,39873,1775615,36086829
Russia,2020-07-08,1829342,40178,1789164,36350223
